,Unnamed: 0,policy_rk,total_premium_amt,coverage,repair_option,paid_flg,region,auto_make,auto_model,auto_cost,vehicle_mileage_km_amt,vehicle_new_flg,audatex_claim_cnt,audatex_total_cost_amt,vehicle_issue_year,vehicle_credit_flg,min_driver_experience_years_cnt,insurant_gender_cd,age,issue_flg,expected_loss_amt,transition_flg,premium_transition_amt,renewed_issue_flg,renewed_paid_flg,unique
8404,9452,372335094,272160.0,Тоталь + Угон,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Toyota,Toyota Camry,2100000.0,68000.0,0.0,1.0,3709188.0,2019,0,0,M,29.0,1,515172.69,0.0,0.0,0,0,372335094M29.0
8407,9455,372335343,465120.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Tiguan,2232000.0,2900.0,0.0,0.0,0.0,2021,0,12,M,40.0,1,291059.55,1.0,580824.0,1,1,372335343M40.0
8409,9457,372335448,339660.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Renault,Renault Arkana,1321000.0,20000.0,0.0,0.0,0.0,2021,0,7,M,53.0,1,233579.43,1.0,532386.0,0,0,372335448M53.0
8414,9465,372335928,540000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,BMW,BMW 3er,3160000.0,12000.0,0.0,0.0,0.0,2020,1,9,M,29.0,1,389483.91,1.0,1242918.0,0,0,372335928M29.0
8420,9472,372336729,854100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volvo,Volvo XC90,5510000.0,3120.0,0.0,0.0,0.0,2021,1,17,M,55.0,1,579291.57,0.0,0.0,1,0,372336729M55.0
8423,9475,372337098,91851.39,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Архангельская область,Nissan,Nissan X-Trail,1600000.0,18000.0,0.0,0.0,0.0,2019,1,13,M,43.0,1,0.0,0.0,768303.0,0,0,372337098M43.0
8427,9481,372337452,378900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Renault,Renault Arkana,1623000.0,1.0,1.0,0.0,0.0,2021,0,28,M,48.0,1,269181.45,0.0,0.0,1,0,372337452M48.0
8437,9492,372338595,139500.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Skoda,Skoda Karoq,2024000.0,3200.0,0.0,0.0,0.0,2021,0,45,M,64.0,1,44721.81,0.0,0.0,1,1,372338595M64.0
8439,9494,372338682,691560.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Mercedes-Benz,Mercedes-Benz GLC-class,3500000.0,56000.0,0.0,0.0,0.0,2018,0,20,F,42.0,1,478045.62,0.0,0.0,0,0,372338682F42.0
8440,9495,372338688,283860.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Карелия,Mitsubishi,Mitsubishi Outlander,1700000.0,20000.0,0.0,0.0,0.0,2019,1,35,M,56.0,1,287696.61,0.0,296100.0,0,0,372338688M56.0
8449,9504,372339279,177300.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Красноярский край,Mazda,Mazda 6,1900000.0,37000.0,0.0,0.0,0.0,2018,1,16,M,41.0,1,64314.18,0.0,0.0,1,1,372339279M41.0
8451,9506,372339468,373680.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Volkswagen,Volkswagen Tiguan,2700000.0,900.0,0.0,0.0,0.0,2021,0,14,M,40.0,1,249476.67,1.0,424179.0,0,0,372339468M40.0
8456,9513,372340131,1173600.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,BMW,BMW 3er,4150000.0,0.0,1.0,0.0,0.0,2021,1,12,M,32.0,1,674921.34,0.0,0.0,1,0,372340131M32.0
8458,9515,372340164,227354.4,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Lada,Lada Granta,551500.0,10000.0,0.0,0.0,0.0,2020,0,4,M,59.0,1,138776.31,1.0,379206.0,0,0,372340164M59.0
8463,9520,372340608,370747.44,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Hyundai,Hyundai Tucson,1650000.0,18498.0,0.0,0.0,0.0,2019,0,11,F,40.0,1,0.0,0.0,0.0,0,0,372340608F40.0
8467,9524,372340839,610335.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 2er,2561000.0,7000.0,0.0,0.0,0.0,2021,1,13,M,53.0,1,357943.05,1.0,1226574.0,1,1,372340839M53.0
8470,9527,372340914,329184.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Renault,Renault Captur,1600000.0,10000.0,0.0,0.0,0.0,2020,0,19,F,49.0,1,226767.24,1.0,239409.0,1,1,372340914F49.0
8475,9532,372341454,623700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Soul,1850000.0,0.0,1.0,0.0,0.0,2021,0,5,F,24.0,1,408085.02,0.0,0.0,1,1,372341454F24.0
8488,9546,372342522,276688.8,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Chery,Chery Tiggo 7 Pro,1600000.0,2000.0,0.0,0.0,0.0,2020,0,24,M,47.0,1,264173.94,1.0,390591.0,1,0,372342522M47.0
8493,9552,372343389,467883.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia K5,2400000.0,500.0,0.0,0.0,0.0,2021,0,16,M,36.0,1,390505.41,0.0,0.0,0,0,372343389M36.0
8495,9555,372343575,354960.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Mercedes-Benz,Mercedes-Benz CLA-class,1700000.0,42500.0,0.0,0.0,0.0,2016,0,29,F,48.0,1,216500.67,1.0,467910.0,1,1,372343575F48.0
8504,9565,372344016,92055.51,Только Угон,Отсутствует/неизвестно,1,Санкт-Петербург,Honda,Honda CR-V,2000000.0,37000.0,0.0,0.0,0.0,2017,0,18,M,45.0,1,0.0,0.0,0.0,0,0,372344016M45.0
8505,9566,372344070,132953.04,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Пензенская область,BMW,BMW 6er,1700000.0,49000.0,0.0,0.0,0.0,2013,0,23,M,43.0,1,0.0,0.0,0.0,1,1,372344070M43.0
8508,9569,372344535,104400.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Renault,Renault Arkana,1182000.0,12000.0,0.0,0.0,0.0,2021,1,12,F,30.0,1,19679.04,0.0,0.0,1,1,372344535F30.0
8510,9571,372344787,340560.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Мурманская область,Toyota,Toyota Rav4,1400000.0,36300.0,0.0,2.0,3657042.0,2015,0,28,M,48.0,1,272672.28,0.0,0.0,0,0,372344787M48.0
8511,9572,372344859,595170.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Саратовская область,Audi,Audi Q5,2900000.0,7000.0,0.0,2.0,8881875.0,2018,0,24,M,46.0,1,542807.91,0.0,643500.0,0,0,372344859M46.0
8519,9580,372345978,1792800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ставропольский край,Audi,Audi A7,7560000.0,0.0,1.0,0.0,0.0,2021,1,20,M,45.0,1,996334.83,0.0,0.0,0,0,372345978M45.0
8524,9586,372346419,170100.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Sportage,2000000.0,3400.0,0.0,0.0,0.0,2021,0,27,M,57.0,1,51152.94,0.0,0.0,1,0,372346419M57.0
8535,9598,372347349,571428.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Audi,Audi A4,2700281.0,28000.0,0.0,1.0,482040.0,2020,0,12,M,35.0,1,469027.71,0.0,0.0,1,0,372347349M35.0
8540,9604,372347715,365450.13,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Чувашская республика,Nissan,Nissan X-Trail,1700000.0,35000.0,0.0,0.0,0.0,2019,1,19,M,39.0,1,0.0,0.0,0.0,1,1,372347715M39.0
8542,9606,372347907,126720.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Suzuki,Suzuki Vitara,1664323.0,31000.0,0.0,0.0,0.0,2021,1,10,M,29.0,1,81920.25,1.0,487683.0,1,0,372347907M29.0
8545,9609,372348213,1077885.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Lexus,Lexus RX,4940000.0,40000.0,0.0,1.0,2222271.0,2019,1,17,F,44.0,1,720332.37,0.0,0.0,0,0,372348213F44.0
8548,9612,372348309,231840.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Нижегородская область,Hyundai,Hyundai Tucson,1500000.0,68500.0,0.0,0.0,0.0,2017,1,18,F,48.0,1,233586.72,1.0,380727.0,1,1,372348309F48.0
8554,9619,372348945,1133100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Карелия,Volvo,Volvo XC90,6584052.0,0.0,1.0,0.0,0.0,2021,0,11,F,56.0,1,721170.81,0.0,0.0,0,0,372348945F56.0
8555,9621,372349299,161595.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Rio,850000.0,30000.0,0.0,0.0,0.0,2018,0,16,M,34.0,1,101192.76,0.0,0.0,1,0,372349299M34.0
8568,9635,372349995,522900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Nissan,Nissan Qashqai,1620000.0,32000.0,0.0,0.0,0.0,2018,0,17,M,39.0,1,343922.94,0.0,0.0,1,0,372349995M39.0
8570,9637,372350181,124843.5,Полное КАСКО,Ремонт на СТОА официального дилера,1,Оренбургская область,Hyundai,Hyundai Solaris,717612.29,7795.0,0.0,0.0,0.0,2020,1,6,F,35.0,1,0.0,0.0,290099.7,0,0,372350181F35.0
8571,9638,372350208,493200.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Mercedes-Benz,Mercedes-Benz GLA-class,2100000.0,13400.0,0.0,1.0,484650.0,2017,0,7,M,31.0,1,293453.37,0.0,0.0,0,0,372350208M31.0
8589,9660,372351954,790200.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Пермский край,Mazda,Mazda 6,1976000.0,0.0,1.0,0.0,0.0,2021,0,13,F,35.0,1,488939.4,0.0,0.0,0,0,372351954F35.0
8595,9668,372352635,622286.19,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mini (BMW),Mini (BMW) Cooper S,2820000.0,0.0,0.0,0.0,0.0,2020,0,19,F,38.0,1,0.0,0.0,0.0,0,0,372352635F38.0
8596,9669,372352683,330885.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Seltos,1700000.0,4900.0,0.0,0.0,0.0,2021,1,19,M,48.0,1,420786.72,0.0,0.0,1,1,372352683M48.0
8610,9684,372353574,244455.75,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Citroen,Citroen SpaceTourer,2200000.0,10000.0,0.0,0.0,0.0,2018,1,16,M,43.0,1,0.0,0.0,0.0,1,1,372353574M43.0
8613,9687,372353625,474300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi Outlander,1500000.0,5000.0,0.0,1.0,752697.0,2021,0,7,F,37.0,1,413080.29,0.0,840593.97,1,1,372353625F37.0
8615,9689,372353697,70560.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Нижегородская область,Datsun,Datsun on-DO,500000.0,20000.0,0.0,0.0,0.0,2019,1,29,F,43.0,1,16125.84,1.0,73800.0,1,1,372353697F43.0
8626,9704,372354879,281520.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi ASX,1800000.0,22000.0,0.0,0.0,0.0,2020,1,10,F,28.0,1,49642.11,1.0,413703.0,1,0,372354879F28.0
8627,9705,372354951,1383300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Chevrolet,Chevrolet Tahoe,7719000.0,1.0,1.0,0.0,0.0,2021,0,24,M,44.0,1,929867.94,0.0,0.0,0,0,372354951M44.0
8636,9715,372355536,506160.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW X3,4028552.0,8000.0,0.0,1.0,530334.0,2020,1,15,M,39.0,1,437213.25,0.0,0.0,0,0,372355536M39.0
8640,9720,372355764,167526.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Sportage,1700000.0,15000.0,0.0,0.0,0.0,2021,1,32,M,64.0,1,46884.24,1.0,312606.0,1,1,372355764M64.0
8643,9723,372356289,123949.35,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Нижегородская область,Geely,Geely Atlas,1000000.0,90000.0,0.0,0.0,0.0,2018,1,22,M,42.0,1,0.0,0.0,0.0,1,0,372356289M42.0
8647,9728,372356589,263274.03,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Lexus,Lexus RX,4000000.0,0.0,0.0,0.0,0.0,2020,1,15,M,38.0,1,0.0,0.0,0.0,1,1,372356589M38.0
8648,9729,372356769,306726.12,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Volkswagen,Volkswagen Polo,700000.0,1.0,0.0,0.0,0.0,2017,0,6,M,25.0,1,0.0,0.0,0.0,0,0,372356769M25.0
8652,9734,372357027,468900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Татарстан,Kia,Kia K5,1700000.0,17000.0,0.0,1.0,467928.0,2020,0,13,F,32.0,1,340280.01,0.0,0.0,0,0,372357027F32.0
8654,9736,372357051,276300.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Haval,Haval JOLION,2450000.0,0.0,1.0,0.0,0.0,2022,1,7,M,46.0,1,60317.82,0.0,0.0,0,0,372357051M46.0
8659,9743,372357453,180000.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Hyundai,Hyundai Santa Fe,1829000.0,71000.0,0.0,0.0,0.0,2017,0,27,M,63.0,1,156207.24,0.0,0.0,1,1,372357453M63.0
8664,9748,372357741,414900.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Республика Карелия,Mercedes-Benz,Mercedes-Benz CLA-class,1850000.0,67000.0,0.0,1.0,70605.0,2016,0,17,M,46.0,1,236435.67,0.0,0.0,0,0,372357741M46.0
8665,9749,372357774,371700.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Volkswagen,Volkswagen Tiguan,1434500.0,10000.0,0.0,1.0,3692295.0,2019,0,16,F,36.0,1,189288.09,0.0,247437.0,0,0,372357774F36.0
8668,9752,372358383,682011.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Свердловская область,Infiniti,Infiniti QX50,4345000.0,0.0,1.0,0.0,0.0,2021,1,4,M,23.0,1,691906.32,0.0,0.0,0,0,372358383M23.0
8680,9765,372359610,97920.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Нижегородская область,Skoda,Skoda Karoq,2000000.0,16500.0,0.0,0.0,0.0,2021,1,13,F,39.0,1,23889.78,1.0,320850.0,1,1,372359610F39.0
8684,9772,372360345,389610.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Creta,1540000.0,4900.0,0.0,0.0,0.0,2021,0,17,M,56.0,1,345816.72,0.0,0.0,1,0,372360345M56.0
8690,9781,372360864,443700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Архангельская область,Subaru,Subaru Forester,2655566.0,0.0,1.0,0.0,0.0,2021,1,13,M,47.0,1,335195.55,0.0,0.0,1,1,372360864M47.0
8702,9794,372361560,243360.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Sorento,1900000.0,10000.0,0.0,0.0,0.0,2019,0,29,M,48.0,1,167126.58,1.0,327197.16,1,1,372361560M48.0
8707,9799,372362118,355680.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Mitsubishi,Mitsubishi Outlander,1500000.0,30000.0,0.0,2.0,184644.0,2018,0,16,M,35.0,1,262193.22,1.0,321363.0,1,1,372362118M35.0
8721,9815,372363147,222156.0,Только ущерб,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Soul,1255589.0,3000.0,0.0,0.0,0.0,2019,0,17,F,42.0,1,109757.07,1.0,442134.0,1,1,372363147F42.0
8723,9817,372363306,130879.98,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Sorento,2312000.0,21000.0,0.0,0.0,0.0,2018,0,22,F,43.0,1,0.0,0.0,0.0,0,0,372363306F43.0
8725,9819,372363378,410670.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Тамбовская область,Mazda,Mazda CX-5,2954000.0,0.0,1.0,0.0,0.0,2021,0,19,M,48.0,1,324408.96,0.0,0.0,0,0,372363378M48.0
8733,9828,372364014,224100.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Renault,Renault Logan Stepway,950000.0,0.0,1.0,0.0,0.0,2021,0,33,M,56.0,1,23076.9,0.0,0.0,1,0,372364014M56.0
8736,9832,372364281,265680.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Rio,850000.0,50000.0,0.0,0.0,0.0,2019,0,27,M,45.0,1,200414.34,1.0,300600.0,0,0,372364281M45.0
8737,9833,372364350,542682.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ульяновская область,Toyota,Toyota Rav4,3000000.0,10420.0,0.0,0.0,0.0,2021,0,19,M,48.0,1,268011.99,0.0,0.0,1,0,372364350M48.0
8740,9837,372364821,859860.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Hyundai,Hyundai Elantra,2060000.0,0.0,1.0,0.0,0.0,2021,0,8,M,28.0,1,575261.64,0.0,0.0,1,0,372364821M28.0
